Date,Cases,Countries
2020-09-10,506,Poland
2020-09-09,421,Poland
2020-09-08,400,Poland
2020-09-07,302,Poland
2020-09-06,437,Poland
2020-09-05,567,Poland
2020-09-04,691,Poland
2020-09-03,612,Poland
2020-09-02,595,Poland
2020-09-01,550,Poland
2020-08-31,502,Poland
2020-08-30,631,Poland
2020-08-29,759,Poland
2020-08-28,791,Poland
2020-08-27,887,Poland
2020-08-26,729,Poland
2020-08-25,763,Poland
2020-08-24,548,Poland
2020-08-23,581,Poland
2020-08-22,900,Poland
2020-08-21,903,Poland
2020-08-20,767,Poland
2020-08-19,735,Poland
2020-08-18,597,Poland
2020-08-17,595,Poland
2020-08-16,594,Poland
2020-08-15,771,Poland
2020-08-14,832,Poland
2020-08-13,811,Poland
2020-08-12,715,Poland
2020-08-11,551,Poland
2020-08-10,619,Poland
2020-08-09,624,Poland
2020-08-08,843,Poland
2020-08-07,809,Poland
2020-08-06,726,Poland
2020-08-05,640,Poland
2020-08-04,680,Poland
2020-08-03,575,Poland
2020-08-02,548,Poland
2020-08-01,658,Poland
2020-07-31,657,Poland
2020-07-30,615,Poland
2020-07-29,512,Poland
2020-07-28,502,Poland
2020-07-27,337,Poland
2020-07-26,443,Poland
2020-07-25,584,Poland
2020-07-24,458,Poland
2020-07-23,418,Poland
2020-07-22,380,Poland
2020-07-21,399,Poland
2020-07-20,279,Poland
2020-07-19,358,Poland
2020-07-18,339,Poland
2020-07-17,353,Poland
2020-07-16,333,Poland
2020-07-15,264,Poland
2020-07-14,267,Poland
2020-07-13,299,Poland
2020-07-12,370,Poland
2020-07-11,305,Poland
2020-07-10,265,Poland
2020-07-09,262,Poland
2020-07-08,277,Poland
2020-07-07,257,Poland
2020-07-06,205,Poland
2020-07-05,231,Poland
2020-07-04,314,Poland
2020-07-03,259,Poland
2020-07-02,371,Poland
2020-07-01,382,Poland
2020-06-30,239,Poland
2020-06-29,247,Poland
2020-06-28,193,Poland
2020-06-27,319,Poland
2020-06-26,276,Poland
2020-06-25,298,Poland
2020-06-24,294,Poland
2020-06-23,300,Poland
2020-06-22,296,Poland
2020-06-21,311,Poland
2020-06-20,304,Poland
2020-06-19,301,Poland
2020-06-18,314,Poland
2020-06-17,506,Poland
2020-06-16,407,Poland
2020-06-15,396,Poland
2020-06-14,375,Poland
2020-06-13,440,Poland
2020-06-12,376,Poland
2020-06-11,444,Poland
2020-06-10,197,Poland
2020-06-09,400,Poland
2020-06-08,599,Poland
2020-06-07,575,Poland
2020-06-06,567,Poland
2020-06-05,371,Poland
2020-06-04,361,Poland
2020-06-03,292,Poland
2020-06-02,230,Poland
2020-06-01,379,Poland
2020-05-31,215,Poland
2020-05-30,416,Poland
2020-05-29,330,Poland
2020-05-28,352,Poland
2020-05-27,399,Poland
2020-05-26,443,Poland
2020-05-25,305,Poland
2020-05-24,395,Poland
2020-05-23,312,Poland
2020-05-22,476,Poland
2020-05-21,404,Poland
2020-05-20,471,Poland
2020-05-19,383,Poland
2020-05-18,356,Poland
2020-05-17,272,Poland
2020-05-16,241,Poland
2020-05-15,401,Poland
2020-05-14,411,Poland
2020-05-13,283,Poland
2020-05-12,595,Poland
2020-05-11,330,Poland
2020-05-10,345,Poland
2020-05-09,285,Poland
2020-05-08,319,Poland
2020-05-07,307,Poland
2020-05-06,309,Poland
2020-05-05,425,Poland
2020-05-04,313,Poland
2020-05-03,318,Poland
2020-05-02,270,Poland
2020-05-01,228,Poland
2020-04-30,237,Poland
2020-04-29,422,Poland
2020-04-28,316,Poland
2020-04-27,285,Poland
2020-04-26,344,Poland
2020-04-25,381,Poland
2020-04-24,381,Poland
2020-04-23,342,Poland
2020-04-22,313,Poland
2020-04-21,263,Poland
2020-04-20,306,Poland
2020-04-19,545,Poland
2020-04-18,363,Poland
2020-04-17,461,Poland
2020-04-16,336,Poland
2020-04-15,380,Poland
2020-04-14,268,Poland
2020-04-13,260,Poland
2020-04-12,318,Poland
2020-04-11,401,Poland
2020-04-10,380,Poland
2020-04-09,370,Poland
2020-04-08,357,Poland
2020-04-07,435,Poland
2020-04-06,311,Poland
2020-04-05,475,Poland
2020-04-04,244,Poland
2020-04-03,437,Poland
2020-04-02,392,Poland
2020-04-01,243,Poland
2020-03-31,256,Poland
2020-03-30,193,Poland
2020-03-29,224,Poland
2020-03-28,249,Poland
2020-03-27,168,Poland
2020-03-26,170,Poland
2020-03-25,150,Poland
2020-03-24,152,Poland
2020-03-23,115,Poland
2020-03-22,98,Poland
2020-03-21,111,Poland
2020-03-20,70,Poland
2020-03-19,68,Poland
2020-03-18,49,Poland
2020-03-17,61,Poland
2020-03-16,52,Poland
2020-03-15,21,Poland
2020-03-14,36,Poland
2020-03-13,17,Poland
2020-03-12,20,Poland
2020-03-11,9,Poland
2020-03-10,5,Poland
2020-03-09,6,Poland
2020-03-08,5,Poland
2020-03-07,1,Poland
2020-03-06,4,Poland
2020-03-05,0,Poland
2020-03-04,1,Poland
2022-02-23,13158,Portugal
2022-02-22,13103,Portugal
2022-02-21,5789,Portugal
2022-02-20,9360,Portugal
2022-02-19,14160,Portugal
2022-02-18,15482,Portugal
2022-02-17,16488,Portugal
2022-02-16,20041,Portugal
2022-02-15,18135,Portugal
2022-02-14,8463,Portugal
2022-02-13,16132,Portugal
2022-02-12,19436,Portugal
2022-02-11,24271,Portugal
2022-02-10,27651,Portugal
2022-02-09,34023,Portugal
2022-02-08,30757,Portugal
2022-02-07,17019,Portugal
2022-02-06,31431,Portugal
2022-02-05,41511,Portugal
2022-02-04,47199,Portugal
2022-02-03,50447,Portugal
2022-02-02,54693,Portugal
2022-02-01,50888,Portugal
2022-01-31,27916,Portugal
2022-01-30,45335,Portugal
2022-01-29,59194,Portugal
2022-01-28,63833,Portugal
2022-01-27,65706,Portugal
2022-01-26,65578,Portugal
2022-01-25,57657,Portugal
2022-01-24,32758,Portugal
2022-01-23,45569,Portugal
2022-01-22,58131,Portugal
2022-01-21,58530,Portugal
2022-01-20,56426,Portugal
2022-01-19,52549,Portugal
2022-01-18,43729,Portugal
2022-01-17,21917,Portugal
2022-01-16,32271,Portugal
2022-01-15,38136,Portugal
2022-01-14,40090,Portugal
2022-01-13,40134,Portugal
2022-01-12,40945,Portugal
2022-01-11,33340,Portugal
2022-01-10,20212,Portugal
2022-01-09,26419,Portugal
2022-01-08,35643,Portugal
2022-01-07,38734,Portugal
2022-01-06,39074,Portugal
2022-01-05,39570,Portugal
2022-01-04,25836,Portugal
2022-01-03,10554,Portugal
2022-01-02,11080,Portugal
2022-01-01,23290,Portugal
2021-12-31,30829,Portugal
2021-12-30,28659,Portugal
2021-12-29,26867,Portugal
2021-12-28,17172,Portugal
2021-12-27,6334,Portugal
2021-12-26,3732,Portugal
2021-12-25,10016,Portugal
2021-12-24,12943,Portugal
2021-12-23,10549,Portugal
2021-12-22,8937,Portugal
2021-12-21,5754,Portugal
2021-12-20,2752,Portugal
2021-12-19,4266,Portugal
2021-12-18,5062,Portugal
2021-12-17,4644,Portugal
2021-12-16,5137,Portugal
2021-12-15,5800,Portugal
2021-12-14,3591,Portugal
2021-12-13,2314,Portugal
2021-12-12,3879,Portugal
2021-12-11,5373,Portugal
2021-12-10,3742,Portugal
2021-12-09,3588,Portugal
2021-12-08,5286,Portugal
2021-12-07,3417,Portugal
2021-12-06,2216,Portugal
2021-12-05,3786,Portugal
2021-12-04,5649,Portugal
2021-12-03,2535,Portugal
2021-12-02,2898,Portugal
2021-12-01,4670,Portugal
2021-11-30,2907,Portugal
2021-11-29,1635,Portugal
2021-11-28,2897,Portugal
2021-11-27,3364,Portugal
2021-11-26,3205,Portugal
2021-11-25,3150,Portugal
2021-11-24,3773,Portugal
2021-11-23,2560,Portugal
2021-11-22,1475,Portugal
2021-11-21,2499,Portugal
2021-11-20,2333,Portugal
2021-11-19,2371,Portugal
2021-11-18,2398,Portugal
2021-11-17,2527,Portugal
2021-11-16,1693,Portugal
2021-11-15,974,Portugal
2021-11-14,1483,Portugal
2021-11-13,1816,Portugal
2021-11-12,1751,Portugal
2021-11-11,1477,Portugal
2021-11-10,1654,Portugal
2021-11-09,1182,Portugal
2021-11-08,568,Portugal
2021-11-07,1023,Portugal
2021-11-06,1197,Portugal
2021-11-05,1289,Portugal
2021-11-04,1382,Portugal
2021-11-03,1074,Portugal
2021-11-02,450,Portugal
2021-11-01,491,Portugal
2021-10-31,763,Portugal
2021-10-30,911,Portugal
2021-10-29,844,Portugal
2021-10-28,888,Portugal
2021-10-27,965,Portugal
2021-10-26,829,Portugal
2021-10-25,313,Portugal
2021-10-24,604,Portugal
2021-10-23,883,Portugal
2021-10-22,930,Portugal
2021-10-21,865,Portugal
2021-10-20,927,Portugal
2021-10-19,832,Portugal
2021-10-18,291,Portugal
2021-10-17,465,Portugal
2021-10-16,612,Portugal
2021-10-15,766,Portugal
2021-10-14,777,Portugal
2021-10-13,828,Portugal
2021-10-12,719,Portugal
2021-10-11,327,Portugal
2021-10-10,499,Portugal
2021-10-09,704,Portugal
2021-10-08,841,Portugal
2021-10-07,731,Portugal
2021-10-06,500,Portugal
2021-10-05,730,Portugal
2021-10-04,193,Portugal
2021-10-03,449,Portugal
2021-10-02,690,Portugal
2021-10-01,696,Portugal
2021-09-30,749,Portugal
2021-09-29,755,Portugal
2021-09-28,600,Portugal
2021-09-27,230,Portugal
2021-09-26,599,Portugal
2021-09-25,713,Portugal
2021-09-24,757,Portugal
2021-09-23,885,Portugal
2021-09-22,891,Portugal
2021-09-21,780,Portugal
2021-09-20,272,Portugal
2021-09-19,677,Portugal
2021-09-18,939,Portugal
2021-09-17,1023,Portugal
2021-09-16,1062,Portugal
2021-09-15,1247,Portugal
2021-09-14,1058,Portugal
2021-09-13,458,Portugal
2021-09-12,911,Portugal
2021-09-11,1223,Portugal
2021-09-10,1323,Portugal
2021-09-09,1408,Portugal
2021-09-08,1778,Portugal
2021-09-07,1231,Portugal
2021-09-06,663,Portugal
2021-09-05,1190,Portugal
2021-09-04,1713,Portugal
2021-09-03,1822,Portugal
2021-09-02,2830,Portugal
2021-09-01,1565,Portugal
2021-08-31,1908,Portugal
2021-08-30,1072,Portugal
2021-08-29,1782,Portugal
2021-08-28,2374,Portugal
2021-08-27,2370,Portugal
2021-08-26,2552,Portugal
2021-08-25,3062,Portugal
2021-08-24,2261,Portugal
2021-08-23,1126,Portugal
2021-08-22,2112,Portugal
2021-08-21,2676,Portugal
2021-08-20,2507,Portugal
2021-08-19,2554,Portugal
2021-08-18,2983,Portugal
2021-08-17,2118,Portugal
2021-08-16,1135,Portugal
2021-08-15,2217,Portugal
2021-08-14,2571,Portugal
2021-08-13,2598,Portugal
2021-08-12,2708,Portugal
2021-08-11,2948,Portugal
2021-08-10,2232,Portugal
2021-08-09,1094,Portugal
2021-08-08,1982,Portugal
2021-08-07,2621,Portugal
2021-08-06,2377,Portugal
2021-08-05,2581,Portugal
2021-08-04,3203,Portugal
2021-08-03,2076,Portugal
2021-08-02,1190,Portugal
2021-08-01,2306,Portugal
2021-07-31,2590,Portugal
2021-07-30,2595,Portugal
2021-07-29,3009,Portugal
2021-07-28,3452,Portugal
2021-07-27,2316,Portugal
2021-07-26,1610,Portugal
2021-07-25,2625,Portugal
2021-07-24,3396,Portugal
2021-07-23,3794,Portugal
2021-07-22,3622,Portugal
2021-07-21,4376,Portugal
2021-07-20,2706,Portugal
2021-07-19,1855,Portugal
2021-07-18,3261,Portugal
2021-07-17,3677,Portugal
2021-07-16,3547,Portugal
2021-07-15,3641,Portugal
2021-07-14,4153,Portugal
2021-07-13,2650,Portugal
2021-07-12,1782,Portugal
2021-07-11,2323,Portugal
2021-07-10,3162,Portugal
2021-07-09,3194,Portugal
2021-07-08,3269,Portugal
2021-07-07,3285,Portugal
2021-07-06,2170,Portugal
2021-07-05,1483,Portugal
2021-07-04,2041,Portugal
2021-07-03,2605,Portugal
2021-07-02,2436,Portugal
2021-07-01,2449,Portugal
2021-06-30,2362,Portugal
2021-06-29,1746,Portugal
2021-06-28,902,Portugal
2021-06-27,1496,Portugal
2021-06-26,1568,Portugal
2021-06-25,1604,Portugal
2021-06-24,1556,Portugal
2021-06-23,1497,Portugal
2021-06-22,1020,Portugal
2021-06-21,756,Portugal
2021-06-20,941,Portugal
2021-06-19,1183,Portugal
2021-06-18,1298,Portugal
2021-06-17,1233,Portugal
2021-06-16,1350,Portugal
2021-06-15,973,Portugal
2021-06-14,625,Portugal
2021-06-13,707,Portugal
2021-06-12,789,Portugal
2021-06-11,519,Portugal
2021-06-10,910,Portugal
2021-06-09,890,Portugal
2021-06-08,598,Portugal
2021-06-07,388,Portugal
2021-06-06,612,Portugal
2021-06-05,573,Portugal
2021-06-04,430,Portugal
2021-06-03,769,Portugal
2021-06-02,724,Portugal
2021-06-01,445,Portugal
2021-05-31,435,Portugal
2021-05-30,445,Portugal
2021-05-29,609,Portugal
2021-05-28,598,Portugal
2021-05-27,572,Portugal
2021-05-26,594,Portugal
2021-05-25,375,Portugal
2021-05-24,241,Portugal
2021-05-23,413,Portugal
2021-05-22,523,Portugal
2021-05-21,559,Portugal
2021-05-20,451,Portugal
2021-05-19,511,Portugal
2021-05-18,386,Portugal
2021-05-17,199,Portugal
2021-05-16,334,Portugal
2021-05-15,469,Portugal
2021-05-14,450,Portugal
2021-05-13,436,Portugal
2021-05-12,485,Portugal
2021-05-11,268,Portugal
2021-05-10,158,Portugal
2021-05-09,324,Portugal
2021-05-08,406,Portugal
2021-05-07,377,Portugal
2021-05-06,373,Portugal
2021-05-05,387,Portugal
2021-05-04,258,Portugal
2021-05-03,180,Portugal
2021-05-02,330,Portugal
2021-05-01,454,Portugal
2021-04-30,460,Portugal
2021-04-29,470,Portugal
2021-04-28,572,Portugal
2021-04-27,353,Portugal
2021-04-26,196,Portugal
2021-04-25,478,Portugal
2021-04-24,567,Portugal
2021-04-23,506,Portugal
2021-04-22,636,Portugal
2021-04-21,610,Portugal
2021-04-20,424,Portugal
2021-04-19,220,Portugal
2021-04-18,441,Portugal
2021-04-17,649,Portugal
2021-04-16,553,Portugal
2021-04-15,501,Portugal
2021-04-14,684,Portugal
2021-04-13,408,Portugal
2021-04-12,271,Portugal
2021-04-11,566,Portugal
2021-04-10,601,Portugal
2021-04-09,694,Portugal
2021-04-08,602,Portugal
2021-04-07,663,Portugal
2021-04-06,874,Portugal
2021-04-05,159,Portugal
2021-04-04,193,Portugal
2021-04-03,280,Portugal
2021-04-02,548,Portugal
2021-04-01,592,Portugal
2021-03-31,618,Portugal
2021-03-30,388,Portugal
2021-03-29,309,Portugal
2021-03-28,365,Portugal
2021-03-27,344,Portugal
2021-03-26,488,Portugal
2021-03-25,423,Portugal
2021-03-24,575,Portugal
2021-03-23,434,Portugal
2021-03-22,248,Portugal
2021-03-21,450,Portugal
2021-03-20,457,Portugal
2021-03-19,568,Portugal
2021-03-18,485,Portugal
2021-03-17,673,Portugal
2021-03-16,384,Portugal
2021-03-15,256,Portugal
2021-03-14,541,Portugal
2021-03-13,564,Portugal
2021-03-12,577,Portugal
2021-03-11,627,Portugal
2021-03-10,642,Portugal
2021-03-09,847,Portugal
2021-03-08,365,Portugal
2021-03-07,682,Portugal
2021-03-06,1007,Portugal
2021-03-05,949,Portugal
2021-03-04,830,Portugal
2021-03-03,979,Portugal
2021-03-02,691,Portugal
2021-03-01,394,Portugal
2021-02-28,718,Portugal
2021-02-27,1071,Portugal
2021-02-26,1027,Portugal
2021-02-25,1160,Portugal
2021-02-24,1480,Portugal
2021-02-23,1032,Portugal
2021-02-22,549,Portugal
2021-02-21,1186,Portugal
2021-02-20,1570,Portugal
2021-02-19,1940,Portugal
2021-02-18,1944,Portugal
2021-02-17,2324,Portugal
2021-02-16,1502,Portugal
2021-02-15,1303,Portugal
2021-02-14,1677,Portugal
2021-02-13,2856,Portugal
2021-02-12,2854,Portugal
2021-02-11,3480,Portugal
2021-02-10,4387,Portugal
2021-02-09,2583,Portugal
2021-02-08,2505,Portugal
2021-02-07,3508,Portugal
2021-02-06,6132,Portugal
2021-02-05,6916,Portugal
2021-02-04,7914,Portugal
2021-02-03,9083,Portugal
2021-02-02,5540,Portugal
2021-02-01,5805,Portugal
2021-01-31,9498,Portugal
2021-01-30,12435,Portugal
2021-01-29,13200,Portugal
2021-01-28,16432,Portugal
2021-01-27,15073,Portugal
2021-01-26,10765,Portugal
2021-01-25,6923,Portugal
2021-01-24,11721,Portugal
2021-01-23,15333,Portugal
2021-01-22,13987,Portugal
2021-01-21,13544,Portugal
2021-01-20,14647,Portugal
2021-01-19,10455,Portugal
2021-01-18,6702,Portugal
2021-01-17,10385,Portugal
2021-01-16,10947,Portugal
2021-01-15,10663,Portugal
2021-01-14,10698,Portugal
2021-01-13,10556,Portugal
2021-01-12,7259,Portugal
2021-01-11,5604,Portugal
2021-01-10,7502,Portugal
2021-01-09,9478,Portugal
2021-01-08,10176,Portugal
2021-01-07,9927,Portugal
2021-01-06,10027,Portugal
2021-01-05,4956,Portugal
2021-01-04,4369,Portugal
2021-01-03,3384,Portugal
2021-01-02,3241,Portugal
2021-01-01,6951,Portugal
2020-12-31,7627,Portugal
2020-12-30,6049,Portugal
2020-12-29,3336,Portugal
2020-12-28,2093,Portugal
2020-12-27,1577,Portugal
2020-12-26,1214,Portugal
2020-12-25,4146,Portugal
2020-12-24,4378,Portugal
2020-12-23,4602,Portugal
2020-12-22,2436,Portugal
2020-12-21,2099,Portugal
2020-12-20,3334,Portugal
2020-12-19,3835,Portugal
2020-12-18,4336,Portugal
2020-12-17,4320,Portugal
2020-12-16,4720,Portugal
2020-12-15,2638,Portugal
2020-12-14,2194,Portugal
2020-12-13,4044,Portugal
2020-12-12,4413,Portugal
2020-12-11,5080,Portugal
2020-12-10,3134,Portugal
2020-12-09,4097,Portugal
2020-12-08,2905,Portugal
2020-12-07,2597,Portugal
2020-12-06,3834,Portugal
2020-12-05,6087,Portugal
2020-12-04,4935,Portugal
2020-12-03,3772,Portugal
2020-12-02,3384,Portugal
2020-12-01,2401,Portugal
2020-11-30,3262,Portugal
2020-11-29,4093,Portugal
2020-11-28,4868,Portugal
2020-11-27,5444,Portugal
2020-11-26,6383,Portugal
2020-11-25,5290,Portugal
2020-11-24,3919,Portugal
2020-11-23,4044,Portugal
2020-11-22,4788,Portugal
2020-11-21,6472,Portugal
2020-11-20,6489,Portugal
2020-11-19,6994,Portugal
2020-11-18,5891,Portugal
2020-11-17,4452,Portugal
2020-11-16,8371,Portugal
2020-11-15,6035,Portugal
2020-11-14,6602,Portugal
2020-11-13,6653,Portugal
2020-11-12,5839,Portugal
2020-11-11,4935,Portugal
2020-11-10,3817,Portugal
2020-11-09,4096,Portugal
2020-11-08,5784,Portugal
2020-11-07,6640,Portugal
2020-11-06,5550,Portugal
2020-11-05,4410,Portugal
2020-11-04,7497,Portugal
2020-11-03,2596,Portugal
2020-11-02,2506,Portugal
2020-11-01,3062,Portugal
2020-10-31,4007,Portugal
2020-10-30,4656,Portugal
2020-10-29,4224,Portugal
2020-10-28,3960,Portugal
2020-10-27,3299,Portugal
2020-10-26,2447,Portugal
2020-10-25,2577,Portugal
2020-10-24,3669,Portugal
2020-10-23,2899,Portugal
2020-10-22,3270,Portugal
2020-10-21,2535,Portugal
2020-10-20,1876,Portugal
2020-10-19,1949,Portugal
2020-10-18,1856,Portugal
2020-10-17,2153,Portugal
2020-10-16,2608,Portugal
2020-10-15,2101,Portugal
2020-10-14,2072,Portugal
2020-10-13,1208,Portugal
2020-10-12,1249,Portugal
2020-10-11,1090,Portugal
2020-10-10,1646,Portugal
2020-10-09,1394,Portugal
2020-10-08,1278,Portugal
2020-10-07,944,Portugal
2020-10-06,427,Portugal
2020-10-05,734,Portugal
2020-10-04,904,Portugal
2020-10-03,963,Portugal
2020-10-02,888,Portugal
2020-10-01,854,Portugal
2020-09-30,825,Portugal
2020-09-29,688,Portugal
2020-09-28,425,Portugal
2020-09-27,665,Portugal
2020-09-26,884,Portugal
2020-09-25,899,Portugal
2020-09-24,691,Portugal
2020-09-23,802,Portugal
2020-09-22,463,Portugal
2020-09-21,623,Portugal
2020-09-20,552,Portugal
2020-09-19,849,Portugal
2020-09-18,780,Portugal
2020-09-17,770,Portugal
2020-09-16,605,Portugal
2020-09-15,425,Portugal
2020-09-14,613,Portugal
2020-09-13,673,Portugal
2020-09-12,497,Portugal
2020-09-11,687,Portugal
2020-09-10,585,Portugal
2020-09-09,646,Portugal
2020-09-08,388,Portugal
2020-09-07,249,Portugal
2020-09-06,315,Portugal
2020-09-05,486,Portugal
2020-09-04,406,Portugal
2020-09-03,418,Portugal
2020-09-02,390,Portugal
2020-09-01,231,Portugal
2020-08-31,244,Portugal
2020-08-30,320,Portugal
2020-08-29,374,Portugal
2020-08-28,401,Portugal
2020-08-27,399,Portugal
2020-08-26,362,Portugal
2020-08-25,192,Portugal
2020-08-24,123,Portugal
2020-08-23,145,Portugal
2020-08-22,241,Portugal
2020-08-21,219,Portugal
2020-08-20,291,Portugal
2020-08-19,253,Portugal
2020-08-18,214,Portugal
2020-08-17,132,Portugal
2020-08-16,121,Portugal
2020-08-15,198,Portugal
2020-08-14,235,Portugal
2020-08-13,325,Portugal
2020-08-12,278,Portugal
2020-08-11,120,Portugal
2020-08-10,157,Portugal
2020-08-09,131,Portugal
2020-08-08,186,Portugal
2020-08-07,290,Portugal
2020-08-06,213,Portugal
2020-08-05,167,Portugal
2020-08-04,112,Portugal
2020-08-03,106,Portugal
2020-08-02,153,Portugal
2020-08-01,238,Portugal
2020-07-31,204,Portugal
2020-07-30,255,Portugal
2020-07-29,203,Portugal
2020-07-28,111,Portugal
2020-07-27,135,Portugal
2020-07-26,209,Portugal
2020-07-25,263,Portugal
2020-07-24,313,Portugal
2020-07-23,229,Portugal
2020-07-22,252,Portugal
2020-07-21,127,Portugal
2020-07-20,135,Portugal
2020-07-19,246,Portugal
2020-07-18,313,Portugal
2020-07-17,312,Portugal
2020-07-16,339,Portugal
2020-07-15,375,Portugal
2020-07-14,233,Portugal
2020-07-13,306,Portugal
2020-07-12,291,Portugal
2020-07-11,342,Portugal
2020-07-10,402,Portugal
2020-07-09,418,Portugal
2020-07-08,443,Portugal
2020-07-07,287,Portugal
2020-07-06,232,Portugal
2020-07-05,328,Portugal
2020-07-04,413,Portugal
2020-07-03,455,Portugal
2020-07-02,378,Portugal
2020-07-01,352,Portugal
2020-06-30,259,Portugal
2020-06-29,266,Portugal
2020-06-28,457,Portugal
2020-06-27,323,Portugal
2020-06-26,451,Portugal
2020-06-25,311,Portugal
2020-06-24,367,Portugal
2020-06-23,345,Portugal
2020-06-22,259,Portugal
2020-06-21,292,Portugal
2020-06-20,377,Portugal
2020-06-19,375,Portugal
2020-06-18,417,Portugal
2020-06-17,336,Portugal
2020-06-16,300,Portugal
2020-06-15,346,Portugal
2020-06-14,227,Portugal
2020-06-13,283,Portugal
2020-06-12,270,Portugal
2020-06-11,310,Portugal
2020-06-10,294,Portugal
2020-06-09,421,Portugal
2020-06-08,192,Portugal
2020-06-07,342,Portugal
2020-06-06,382,Portugal
2020-06-05,377,Portugal
2020-06-04,331,Portugal
2020-06-03,366,Portugal
2020-06-02,195,Portugal
2020-06-01,200,Portugal
2020-05-31,297,Portugal
2020-05-30,257,Portugal
2020-05-29,350,Portugal
2020-05-28,304,Portugal
2020-05-27,285,Portugal
2020-05-26,219,Portugal
2020-05-25,165,Portugal
2020-05-24,152,Portugal
2020-05-23,271,Portugal
2020-05-22,288,Portugal
2020-05-21,252,Portugal
2020-05-20,228,Portugal
2020-05-19,223,Portugal
2020-05-18,173,Portugal
2020-05-17,226,Portugal
2020-05-16,227,Portugal
2020-05-15,264,Portugal
2020-05-14,187,Portugal
2020-05-13,219,Portugal
2020-05-12,234,Portugal
2020-05-11,98,Portugal
2020-05-10,175,Portugal
2020-05-09,138,Portugal
2020-05-08,553,Portugal
2020-05-07,533,Portugal
2020-05-06,480,Portugal
2020-05-05,178,Portugal
2020-05-04,242,Portugal
2020-05-03,92,Portugal
2020-05-02,203,Portugal
2020-05-01,295,Portugal
2020-04-30,368,Portugal
2020-04-29,183,Portugal
2020-04-28,295,Portugal
2020-04-27,163,Portugal
2020-04-26,412,Portugal
2020-04-25,474,Portugal
2020-04-24,444,Portugal
2020-04-23,371,Portugal
2020-04-22,603,Portugal
2020-04-21,516,Portugal
2020-04-20,657,Portugal
2020-04-19,521,Portugal
2020-04-18,663,Portugal
2020-04-17,181,Portugal
2020-04-16,750,Portugal
2020-04-15,643,Portugal
2020-04-14,514,Portugal
2020-04-13,349,Portugal
2020-04-12,598,Portugal
2020-04-11,515,Portugal
2020-04-10,1516,Portugal
2020-04-09,815,Portugal
2020-04-08,699,Portugal
2020-04-07,712,Portugal
2020-04-06,452,Portugal
2020-04-05,754,Portugal
2020-04-04,638,Portugal
2020-04-03,852,Portugal
2020-04-02,783,Portugal
2020-04-01,808,Portugal
2020-03-31,1035,Portugal
2020-03-30,446,Portugal
2020-03-29,792,Portugal
2020-03-28,902,Portugal
2020-03-27,724,Portugal
2020-03-26,549,Portugal
2020-03-25,633,Portugal
2020-03-24,302,Portugal
2020-03-23,460,Portugal
2020-03-22,320,Portugal
2020-03-21,260,Portugal
2020-03-20,235,Portugal
2020-03-19,143,Portugal
2020-03-18,194,Portugal
2020-03-17,117,Portugal
2020-03-16,86,Portugal
2020-03-15,76,Portugal
2020-03-14,57,Portugal
2020-03-13,34,Portugal
2020-03-12,19,Portugal
2020-03-11,18,Portugal
2020-03-10,2,Portugal
2020-03-09,9,Portugal
2020-03-08,9,Portugal
2020-03-07,8,Portugal
2020-03-06,4,Portugal
2020-03-05,3,Portugal
2020-03-04,2,Portugal
2020-03-03,2,Portugal
2020-03-02,2,Portugal
2020-03-01,0,Portugal
2020-02-29,0,Portugal
2020-02-28,0,Portugal
2020-02-27,0,Portugal
2020-02-26,0,Portugal
2022-02-23,11477,Romania
2022-02-22,14775,Romania
2022-02-21,7684,Romania
2022-02-20,7697,Romania
2022-02-19,12319,Romania
2022-02-18,14524,Romania
2022-02-17,15374,Romania
2022-02-16,17447,Romania
2022-02-15,21885,Romania
2022-02-14,12069,Romania
2022-02-13,11967,Romania
2022-02-12,18751,Romania
2022-02-11,22737,Romania
2022-02-10,26466,Romania
2022-02-09,27346,Romania
2022-02-08,36269,Romania
2022-02-07,16958,Romania
2022-02-06,16108,Romania
2022-02-05,28921,Romania
2022-02-04,31776,Romania
2022-02-03,32671,Romania
2022-02-02,35802,Romania
2022-02-01,40018,Romania
2022-01-31,20131,Romania
2022-01-30,19668,Romania
2022-01-29,30168,Romania
2022-01-28,31724,Romania
2022-01-27,31683,Romania
2022-01-26,34255,Romania
2022-01-25,19685,Romania
2022-01-24,12082,Romania
2022-01-23,33459,Romania
2022-01-22,19649,Romania
2022-01-21,19105,Romania
2022-01-20,16610,Romania
2022-01-19,16760,Romania
2022-01-18,8118,Romania
2022-01-17,7595,Romania
2022-01-16,10062,Romania
2022-01-15,9884,Romania
2022-01-14,9785,Romania
2022-01-13,8600,Romania
2022-01-12,8861,Romania
2022-01-11,4104,Romania
2022-01-10,4712,Romania
2022-01-09,6036,Romania
2022-01-08,5922,Romania
2022-01-07,6018,Romania
2022-01-06,4893,Romania
2022-01-05,3900,Romania
2022-01-04,1756,Romania
2022-01-03,958,Romania
2022-01-02,1451,Romania
2022-01-01,1668,Romania
2021-12-31,1497,Romania
2021-12-30,1271,Romania
2021-12-29,1144,Romania
2021-12-28,566,Romania
2021-12-27,349,Romania
2021-12-26,598,Romania
2021-12-25,717,Romania
2021-12-24,775,Romania
2021-12-23,851,Romania
2021-12-22,826,Romania
2021-12-21,424,Romania
2021-12-20,499,Romania
2021-12-19,733,Romania
2021-12-18,743,Romania
2021-12-17,812,Romania
