country,year,sex_ratio
Egypt,1997,101.3
Libya,1997,110
Morocco,1997,99
Sudan,1997,100.6
Tunisia,1997,101.5
Botswana,1997,97.2
Lesotho,1997,94.9
Namibia,1997,95.3
South Africa,1997,96.5
Swaziland,1997,92.1
Benin,1997,96.1
Burkina Faso,1997,96
Gambia,1997,100.1
Ghana,1997,102.3
Guinea,1997,98.4
Guinea-Bissau,1997,95.6
Liberia,1997,99.1
Mali,1997,97.9
Mauritania,1997,99.3
Niger,1997,96.7
Nigeria,1997,101.4
Senegal,1997,98.6
Sierra Leone,1997,97.5
Togo,1997,97.9
China,1997,105.5
Japan,1997,96.9
Mongolia,1997,98.2
Afghanistan,1997,107.3
Bangladesh,1997,104.3
India,1997,107.4
Nepal,1997,101.9
Pakistan,1997,106.9
Sri Lanka,1997,100.9
Cambodia,1997,94.4
Indonesia,1997,100.1
Malaysia,1997,103.7
Myanmar,1997,96
Philippines,1997,101.8
Singapore,1997,101.3
Thailand,1997,98.7
Bahrain,1997,136.1
Iraq,1997,101.7
Israel,1997,97.6
Jordan,1997,109.7
Kuwait,1997,138.5
Lebanon,1997,98.3
Oman,1997,145.7
Saudi Arabia,1997,124.6
Turkey,1997,97.3
Bulgaria,1997,95.9
Hungary,1997,91.5
Poland,1997,94.7
Romania,1997,96.6
Denmark,1997,97.6
Finland,1997,94.9
Iceland,1997,100.6
Ireland,1997,98.7
Norway,1997,97.8
Sweden,1997,97.7
United Kingdom,1997,94.6
Albania,1997,96.9
Bosnia and Herzegovina,1997,96.3
Croatia,1997,93.7
Greece,1997,98.8
Italy,1997,94.4
Montenegro,1997,98.6
Portugal,1997,93.1
Serbia,1997,97.1
Slovenia,1997,94
Spain,1997,95.9
Austria,1997,93.3
Belgium,1997,95.9
France,1997,96.1
Germany,1997,94.1
Netherlands,1997,98.1
Switzerland,1997,95.4
Cuba,1997,101.4
Dominican Republic,1997,100.9
Haiti,1997,97.4
Jamaica,1997,97.8
Puerto Rico,1997,93.2
Trinidad and Tobago,1997,99.2
Costa Rica,1997,101.2
El Salvador,1997,94.4
Guatemala,1997,97.4
Honduras,1997,98.7
Mexico,1997,98.6
Nicaragua,1997,98.1
Panama,1997,101.8
Argentina,1997,96
Brazil,1997,98
Chile,1997,97.6
Colombia,1997,98.2
Ecuador,1997,100.8
Paraguay,1997,102.3
Peru,1997,99.9
Uruguay,1997,94
Canada,1997,98
Australia,1997,99
New Zealand,1997,97.2
Burundi,2002,96.3
Comoros,2002,101.2
Djibouti,2002,101.1
Eritrea,2002,100
Ethiopia,2002,99.4
Kenya,2002,98.7
Madagascar,2002,99.2
Malawi,2002,97.3
Mauritius,2002,98.4
Mozambique,2002,92.2
Rwanda,2002,95.2
Somalia,2002,100.5
Uganda,2002,97.8
Zambia,2002,97.8
Zimbabwe,2002,96.6
Angola,2002,95.6
Cameroon,2002,99.4
Central African Republic,2002,96.9
Chad,2002,99.2
Equatorial Guinea,2002,107.4
Gabon,2002,98.4
Sao Tome and Principe,2002,98.6
Algeria,2002,102.7
Egypt,2002,101.2
Libya,2002,108
Morocco,2002,98.2
Sudan,2002,100.6
Tunisia,2002,100.7
Botswana,2002,97.2
Lesotho,2002,92.8
Namibia,2002,95.7
South Africa,2002,96.4
Swaziland,2002,92.8
Benin,2002,97.1
Burkina Faso,2002,96.5
Gambia,2002,98.7
Ghana,2002,102
Guinea,2002,99.2
Guinea-Bissau,2002,95.8
Liberia,2002,99.9
Mali,2002,98.4
Mauritania,2002,99.9
Niger,2002,98.5
Nigeria,2002,101.7
Senegal,2002,96.9
Sierra Leone,2002,97.5
Togo,2002,98.4
China,2002,105.6
Japan,2002,96.5
Mongolia,2002,99.5
Afghanistan,2002,106.2
Bangladesh,2002,104.2
India,2002,107.5
Nepal,2002,98.9
Pakistan,2002,106.6
Sri Lanka,2002,99.5
Cambodia,2002,94.6
Indonesia,2002,100.2
Malaysia,2002,103.9
Myanmar,2002,95.5
Philippines,2002,101.5
Singapore,2002,99.8
Thailand,2002,97.6
Bahrain,2002,134.5
Iraq,2002,101.8
Israel,2002,97.2
Jordan,2002,107.6
Kuwait,2002,140.6
Lebanon,2002,98.5
Oman,2002,128
Saudi Arabia,2002,119.6
Turkey,2002,97
Bulgaria,2002,95.1
Hungary,2002,90.7
Poland,2002,94.4
Romania,2002,95.8
Denmark,2002,97.9
Finland,2002,95.4
Iceland,2002,100.2
Ireland,2002,99
Norway,2002,98.2
Sweden,2002,97.8
United Kingdom,2002,95
Albania,2002,102.2
Bosnia and Herzegovina,2002,96.5
Croatia,2002,92.8
Greece,2002,98.9
Italy,2002,94.2
Montenegro,2002,97.6
Portugal,2002,93.3
Serbia,2002,96.4
Slovenia,2002,95.4
Spain,2002,96.4
Austria,2002,94.3
Belgium,2002,96
France,2002,96.2
Germany,2002,94.9
Netherlands,2002,98.2
Switzerland,2002,95.5
Cuba,2002,100.7
Dominican Republic,2002,100.5
Haiti,2002,97.5
Jamaica,2002,98.7
Puerto Rico,2002,92.8
Trinidad and Tobago,2002,98.9
Costa Rica,2002,100.8
El Salvador,2002,93
Guatemala,2002,96.3
Honduras,2002,98.9
Mexico,2002,98.6
Nicaragua,2002,97.9
Panama,2002,101.6
Argentina,2002,95.8
Brazil,2002,97.7
Chile,2002,97.8
Colombia,2002,97.8
Ecuador,2002,100.5
Paraguay,2002,102.5
Peru,2002,99.9
Uruguay,2002,93.8
Canada,2002,98.2
Australia,2002,99.6
New Zealand,2002,96.4
Burundi,2007,96.8
Comoros,2007,101.5
Djibouti,2007,101
Eritrea,2007,100.1
Ethiopia,2007,99.5
Kenya,2007,98.7
Madagascar,2007,99.2
Malawi,2007,97.5
Mauritius,2007,98.3
Mozambique,2007,93.4
Rwanda,2007,95.6
Somalia,2007,100.2
Uganda,2007,98.1
Zambia,2007,98.1
Zimbabwe,2007,95.3
Angola,2007,95.6
Cameroon,2007,99.7
Central African Republic,2007,97.2
Chad,2007,99.7
Equatorial Guinea,2007,112.6
Gabon,2007,100.3
Sao Tome and Principe,2007,98.8
Algeria,2007,102.3
Egypt,2007,101.7
Libya,2007,106.5
Morocco,2007,97.6
Sudan,2007,100.6
Tunisia,2007,99.2
Botswana,2007,97.5
Lesotho,2007,93.5
Namibia,2007,94.5
South Africa,2007,96.4
Swaziland,2007,93.8
Benin,2007,98.2
Burkina Faso,2007,97.4
Gambia,2007,98.4
Ghana,2007,99.9
Guinea,2007,100
Guinea-Bissau,2007,95.4
Liberia,2007,100.6
Mali,2007,99.1
Mauritania,2007,100.4
Niger,2007,99.3
Nigeria,2007,102
Senegal,2007,96.2
Sierra Leone,2007,97.3
Togo,2007,98.7
China,2007,105.8
Japan,2007,96.1
Mongolia,2007,99
Afghanistan,2007,107.2
Bangladesh,2007,103.8
India,2007,107.6
Nepal,2007,98.5
Pakistan,2007,106.4
Sri Lanka,2007,97.2
Cambodia,2007,94.3
Indonesia,2007,100.8
Malaysia,2007,105.1
Myanmar,2007,95.5
Philippines,2007,101
Singapore,2007,98.5
Thailand,2007,96.8
Bahrain,2007,150.5
Iraq,2007,102.2
Israel,2007,97.4
Jordan,2007,106.6
Kuwait,2007,144.2
Lebanon,2007,103.3
Oman,2007,130.2
Saudi Arabia,2007,125.5
Turkey,2007,96.9
Bulgaria,2007,94.8
Hungary,2007,90.3
Poland,2007,93.9
Romania,2007,95.1
Denmark,2007,98.1
Finland,2007,95.9
Iceland,2007,100.6
Ireland,2007,99.8
Norway,2007,98.5
Sweden,2007,98.4
United Kingdom,2007,95.9
Albania,2007,100.6
Bosnia and Herzegovina,2007,96.6
Croatia,2007,92.9
Greece,2007,98.1
Italy,2007,94.8
Montenegro,2007,96.6
Portugal,2007,93.7
Serbia,2007,95.6
Slovenia,2007,95.4
Spain,2007,97.3
Austria,2007,94.6
Belgium,2007,96.3
France,2007,96.3
Germany,2007,95.6
Netherlands,2007,98.4
Switzerland,2007,95.9
Cuba,2007,100.7
Dominican Republic,2007,100
Haiti,2007,97.7
Jamaica,2007,98
Puerto Rico,2007,92.3
Trinidad and Tobago,2007,98.3
Costa Rica,2007,100.6
El Salvador,2007,91.4
Guatemala,2007,96.2
Honduras,2007,99.1
Mexico,2007,98.9
Nicaragua,2007,97.5
Panama,2007,101.3
Argentina,2007,95.8
Brazil,2007,97.4
Chile,2007,97.9
Colombia,2007,97.6
Ecuador,2007,100.3
Paraguay,2007,102.6
Peru,2007,99.9
Uruguay,2007,93.3
Canada,2007,98.3
Australia,2007,99.6
New Zealand,2007,96
Burundi,2012,96.5
Comoros,2012,101.6
Djibouti,2012,100.9
Eritrea,2012,100.2
Ethiopia,2012,99.6
Kenya,2012,98.8
Madagascar,2012,99.3
Malawi,2012,97.8
Mauritius,2012,98.3
Mozambique,2012,94.4
Rwanda,2012,95.9
Somalia,2012,99.7
Uganda,2012,98.6
Zambia,2012,98.3
Zimbabwe,2012,94.9
Angola,2012,95.8
Cameroon,2012,100
Central African Republic,2012,97.4
Chad,2012,100
Equatorial Guinea,2012,118.8
Gabon,2012,104.2
Sao Tome and Principe,2012,99
Algeria,2012,101.9
Egypt,2012,102
Libya,2012,104.3
Morocco,2012,97.2
Sudan,2012,99.5
Tunisia,2012,98.4
Botswana,2012,97.8
Lesotho,2012,93.9
Namibia,2012,93.9
South Africa,2012,96.5
Swaziland,2012,94.2
Benin,2012,98.7
Burkina Faso,2012,98.3
Gambia,2012,98.1
Ghana,2012,98
Guinea,2012,100.1
Guinea-Bissau,2012,96.2
Liberia,2012,101.2
Mali,2012,99.8
Mauritania,2012,100.9
Niger,2012,99.9
Nigeria,2012,102.3
Senegal,2012,95.9
Sierra Leone,2012,97.6
Togo,2012,99.1
China,2012,106.1
Japan,2012,95.7
Mongolia,2012,98.5
Afghanistan,2012,105.7
Bangladesh,2012,102.3
India,2012,107.8
Nepal,2012,95.2
Pakistan,2012,105.8
Sri Lanka,2012,94.8
Cambodia,2012,95
Indonesia,2012,101.7
Malaysia,2012,106.3
Myanmar,2012,95.3
Philippines,2012,101.9
Singapore,2012,97.4
Thailand,2012,96.1
Bahrain,2012,165.8
Iraq,2012,102.2
Israel,2012,97.6
Jordan,2012,104.1
Kuwait,2012,137.1
Lebanon,2012,104.1
Oman,2012,152
Saudi Arabia,2012,128.1
Turkey,2012,96.7
Bulgaria,2012,94.9
Hungary,2012,90.3
Poland,2012,93.6
Romania,2012,94.4
Denmark,2012,98.5
Finland,2012,96.4
Iceland,2012,101.5
Ireland,2012,99.3
Norway,2012,100
Sweden,2012,99.2
United Kingdom,2012,96.6
Albania,2012,100.7
Bosnia and Herzegovina,2012,96.5
Croatia,2012,92.9
Greece,2012,97.2
Italy,2012,94.5
Montenegro,2012,97.1
Portugal,2012,91.9
Serbia,2012,95.7
Slovenia,2012,97.9
Spain,2012,97.8
Austria,2012,95.1
Belgium,2012,96.5
France,2012,96.4
Germany,2012,96.2
Netherlands,2012,98.6
Switzerland,2012,97
Cuba,2012,100.4
Dominican Republic,2012,99.7
Haiti,2012,97.8
Jamaica,2012,98.6
Puerto Rico,2012,92.5
Trinidad and Tobago,2012,98
Costa Rica,2012,100.4
El Salvador,2012,89.9
Guatemala,2012,96.5
Honduras,2012,99.3
Mexico,2012,99.1
Nicaragua,2012,97.1
Panama,2012,100.9
Argentina,2012,95.7
Brazil,2012,97.1
Chile,2012,98
Colombia,2012,97.3
Ecuador,2012,100.1
Paraguay,2012,103
Peru,2012,99.8
Uruguay,2012,93.1
Canada,2012,98.5
Australia,2012,100
New Zealand,2012,96.5
Burundi,2017,96.7
Comoros,2017,101.7
Djibouti,2017,100.8
Eritrea,2017,100.4
Ethiopia,2017,99.7
Kenya,2017,98.8
Madagascar,2017,99.4
Malawi,2017,98.1
Mauritius,2017,98.1
Mozambique,2017,95.2
Rwanda,2017,96.2
Somalia,2017,99.3
Uganda,2017,98.9
Zambia,2017,98.5
Zimbabwe,2017,94.8
Angola,2017,96.1
Cameroon,2017,100.1
Central African Republic,2017,97.3
Chad,2017,100.2
Equatorial Guinea,2017,123
Gabon,2017,105.7
Sao Tome and Principe,2017,99.2
Algeria,2017,102
Egypt,2017,102.2
Libya,2017,102
Morocco,2017,97.9
Sudan,2017,99.8
Tunisia,2017,97.7
Botswana,2017,97.7
Lesotho,2017,94.2
Namibia,2017,94.5
South Africa,2017,96.5
Swaziland,2017,94
Benin,2017,99.3
Burkina Faso,2017,99.2
Gambia,2017,98
Ghana,2017,99
Guinea,2017,100.5
Guinea-Bissau,2017,96.7
Liberia,2017,101.7
Mali,2017,100
Mauritania,2017,101.4
Niger,2017,100.4
Nigeria,2017,102.6
Senegal,2017,96.4
Sierra Leone,2017,98
Togo,2017,99.3
China,2017,106.3
Japan,2017,95.5
Mongolia,2017,98.1
Afghanistan,2017,106.4
Bangladesh,2017,101.9
India,2017,107.6
Nepal,2017,94.2
Pakistan,2017,105.6
Sri Lanka,2017,93
Cambodia,2017,95.2
Indonesia,2017,101.5
Malaysia,2017,106.9
Myanmar,2017,95.5
Philippines,2017,101.5
Singapore,2017,97.6
Thailand,2017,95.4
Bahrain,2017,161.3
Iraq,2017,102.4
Israel,2017,98.4
Jordan,2017,102.7
Kuwait,2017,135
Lebanon,2017,100.9
Oman,2017,184.4
Saudi Arabia,2017,130.9
Turkey,2017,96.8
Bulgaria,2017,94.7
Hungary,2017,90.6
Poland,2017,93.4
Romania,2017,94
Denmark,2017,98.9
Finland,2017,96.9
Iceland,2017,100.7
Ireland,2017,98.4
Norway,2017,101.4
Sweden,2017,99.9
United Kingdom,2017,97.2
Albania,2017,102
Bosnia and Herzegovina,2017,96.4
Croatia,2017,93
Greece,2017,97
Italy,2017,94.8
Montenegro,2017,97.3
Portugal,2017,90
Serbia,2017,95.6
Slovenia,2017,98.5
Spain,2017,96.4
Austria,2017,95.9
Belgium,2017,96.7
France,2017,96.6
Germany,2017,96.8
Netherlands,2017,98.9
Switzerland,2017,98
Cuba,2017,100.2
Dominican Republic,2017,99.3
Haiti,2017,97.9
Jamaica,2017,99
Puerto Rico,2017,92.5
Trinidad and Tobago,2017,97.4
Costa Rica,2017,100.1
El Salvador,2017,88.9
Guatemala,2017,96.8
Honduras,2017,99.4
Mexico,2017,99.2
Nicaragua,2017,97.2
Panama,2017,100.6
Argentina,2017,95.8
Brazil,2017,96.8
Chile,2017,98.1
Colombia,2017,97
Ecuador,2017,100
Paraguay,2017,103
Peru,2017,99.8
Uruguay,2017,93.3
Canada,2017,98.4
Australia,2017,99.4
New Zealand,2017,96.7
